complaint_id,complaint_date,market,channel,product_line,root_cause,severity,resolution_days,resolved,escalated_to_regulator,repeat_complaint
C125903,2026-04-28,AU,Chat,Merchant Services,App/digital platform bug,Low,3.8,True,False,False
C112503,2026-04-28,IN,Call,Digital/App,Billing/charge discrepancy,Medium,6.4,True,False,False
C147901,2026-04-28,UK,Social,Travel & Lifestyle,Billing/charge discrepancy,Low,2.1,True,False,False
C131492,2026-04-28,US,Email,Billing & Statements,Other,Low,1.9,True,False,False
C122170,2026-04-28,US,Call,Card Services,Billing/charge discrepancy,High,3.0,True,False,False
C103738,2026-04-28,CA,Call,Rewards & Membership,Fraud/unauthorized charge handling,Medium,6.7,True,False,False
C140918,2026-04-28,UK,Email,Merchant Services,Fraud/unauthorized charge handling,Low,25.3,False,False,False
C140932,2026-04-28,US,Call,Rewards & Membership,App/digital platform bug,Low,3.8,False,False,False
C106791,2026-04-28,AU,Call,Billing & Statements,Rewards/points not credited,Medium,4.5,True,False,False
C115935,2026-04-28,IN,Chat,Billing & Statements,Billing/charge discrepancy,Medium,2.0,True,False,False
C110978,2026-04-28,US,Call,Travel & Lifestyle,App/digital platform bug,High,13.4,True,True,True
C108119,2026-04-28,US,Social,Digital/App,Billing/charge discrepancy,Medium,3.4,True,False,False
C119060,2026-04-28,AU,Call,Card Services,Agent miscommunication,Low,1.3,True,False,False
C114047,2026-04-29,UK,Call,Travel & Lifestyle,Privacy/data handling concern,Low,2.6,True,False,False
C129810,2026-04-29,MX,Call,Digital/App,Fraud/unauthorized charge handling,Low,34.8,True,True,False
C123033,2026-04-29,UK,Email,Travel & Lifestyle,Billing/charge discrepancy,Medium,3.3,True,False,False
C107647,2026-04-29,UK,Social,Rewards & Membership,Privacy/data handling concern,Low,2.7,True,False,False
C133617,2026-04-29,SG,Call,Rewards & Membership,Billing/charge discrepancy,Medium,3.8,True,False,False
C127061,2026-04-29,SG,Call,Billing & Statements,Rewards/points not credited,Medium,2.1,True,False,False
C109595,2026-04-29,MX,Call,Billing & Statements,Rewards/points not credited,High,3.4,True,False,False
C128064,2026-04-29,UK,Social,Billing & Statements,Delayed dispute resolution,Low,5.1,True,False,False
C142286,2026-04-29,SG,Chat,Card Services,Billing/charge discrepancy,Low,2.0,True,True,False
C108891,2026-04-29,IN,Call,Billing & Statements,App/digital platform bug,Low,3.7,True,False,False
C144213,2026-04-29,IN,Chat,Rewards & Membership,Billing/charge discrepancy,Medium,4.5,True,False,True
C102100,2026-04-29,US,Chat,Digital/App,Rewards/points not credited,Low,6.1,True,False,True
C108419,2026-04-29,UK,Social,Travel & Lifestyle,Agent miscommunication,Low,0.9,True,False,False
C108421,2026-04-29,AU,Call,Digital/App,Agent miscommunication,Medium,0.8,True,False,False
C122988,2026-04-29,US,Chat,Travel & Lifestyle,Delayed dispute resolution,Low,6.3,True,False,False
C116215,2026-04-29,US,Social,Digital/App,Billing/charge discrepancy,Medium,0.6,True,False,False
C113253,2026-04-29,SG,Chat,Card Services,App/digital platform bug,Medium,6.7,True,False,False
C104659,2026-04-29,US,Email,Card Services,Billing/charge discrepancy,Medium,1.7,True,False,False
C135131,2026-04-29,SG,Chat,Rewards & Membership,Agent miscommunication,Medium,0.1,True,False,False
C120760,2026-04-29,CA,Chat,Digital/App,Agent miscommunication,Medium,1.9,True,False,False
C143643,2026-04-29,US,Email,Rewards & Membership,App/digital platform bug,Low,1.3,True,False,False
C112894,2026-04-29,IN,Social,Rewards & Membership,Delayed dispute resolution,Medium,3.6,True,False,False
C125866,2026-04-29,UK,Chat,Digital/App,Delayed dispute resolution,Medium,7.0,True,False,False
C120283,2026-04-29,US,Email,Travel & Lifestyle,Privacy/data handling concern,Low,4.0,False,False,False
C141262,2026-04-29,UK,Email,Billing & Statements,Billing/charge discrepancy,Medium,4.1,True,False,False
C135123,2026-04-29,UK,Social,Digital/App,App/digital platform bug,Medium,6.8,True,False,False
C129733,2026-04-29,UK,Chat,Merchant Services,Rewards/points not credited,Low,7.2,True,False,False
C125419,2026-04-29,IN,Email,Travel & Lifestyle,Billing/charge discrepancy,Medium,8.1,True,False,True
C146205,2026-04-29,AU,Email,Rewards & Membership,Billing/charge discrepancy,High,5.0,True,False,False
C104964,2026-04-29,UK,Social,Digital/App,Rewards/points not credited,Low,3.6,True,False,False
C114621,2026-04-29,AU,Call,Rewards & Membership,Billing/charge discrepancy,Medium,10.8,True,False,True
C130769,2026-04-29,UK,Social,Merchant Services,Privacy/data handling concern,Low,4.4,True,False,False
C145560,2026-04-29,CA,Chat,Card Services,Rewards/points not credited,Low,2.8,True,False,True
C101078,2026-04-29,MX,Chat,Digital/App,Rewards/points not credited,Low,6.6,True,False,True
C138688,2026-04-29,US,Call,Merchant Services,Fraud/unauthorized charge handling,Low,15.5,True,False,False
C139550,2026-04-29,UK,Call,Merchant Services,Delayed dispute resolution,Low,4.2,False,False,False
C148386,2026-04-29,SG,Social,Digital/App,Privacy/data handling concern,Low,2.1,True,False,False
C131731,2026-04-29,AU,Call,Digital/App,Billing/charge discrepancy,Medium,3.3,True,False,False
C122898,2026-04-29,UK,Chat,Merchant Services,Billing/charge discrepancy,Low,6.5,True,False,True
C121509,2026-04-29,AU,Call,Digital/App,Agent miscommunication,Medium,2.6,True,False,False
C144073,2026-04-29,US,Social,Travel & Lifestyle,App/digital platform bug,Medium,1.5,True,False,False
C144977,2026-04-29,UK,Call,Rewards & Membership,Privacy/data handling concern,Medium,1.0,True,False,False
C114365,2026-04-29,UK,Email,Travel & Lifestyle,Delayed dispute resolution,Medium,8.4,True,False,True
C146983,2026-04-29,UK,Social,Travel & Lifestyle,Billing/charge discrepancy,Medium,2.2,True,False,False
C146678,2026-04-29,CA,Call,Digital/App,Agent miscommunication,Medium,1.0,True,False,True
C141017,2026-04-29,UK,Social,Rewards & Membership,Agent miscommunication,High,2.4,True,False,False
C135673,2026-04-29,UK,Email,Rewards & Membership,App/digital platform bug,Medium,10.3,True,False,False
C131164,2026-04-29,UK,Chat,Travel & Lifestyle,Delayed dispute resolution,Medium,3.5,True,False,False
C138151,2026-04-29,US,Email,Merchant Services,Agent miscommunication,High,6.2,True,False,False
C111775,2026-04-29,IN,Call,Digital/App,Privacy/data handling concern,Low,1.1,True,True,False
C116326,2026-04-29,IN,Call,Merchant Services,App/digital platform bug,Low,14.8,True,False,False
C108456,2026-04-29,IN,Call,Digital/App,Agent miscommunication,Low,6.8,True,False,False
C129562,2026-04-29,IN,Email,Merchant Services,App/digital platform bug,Low,4.8,True,False,False
C136353,2026-04-29,US,Social,Digital/App,Billing/charge discrepancy,Medium,0.7,True,False,False
C130574,2026-04-29,US,Chat,Merchant Services,Fraud/unauthorized charge handling,Low,9.7,True,False,False
C114445,2026-04-29,IN,Call,Digital/App,Delayed dispute resolution,Medium,12.8,True,False,False
C121496,2026-04-29,UK,Call,Rewards & Membership,Billing/charge discrepancy,High,3.3,True,False,False
C104417,2026-04-29,US,Email,Billing & Statements,App/digital platform bug,Low,3.4,True,False,False
C149737,2026-04-29,AU,Social,Digital/App,Delayed dispute resolution,Low,6.4,True,False,False
C121337,2026-04-29,US,Chat,Digital/App,Billing/charge discrepancy,Medium,1.8,True,False,False
C103809,2026-04-29,SG,Call,Card Services,App/digital platform bug,Medium,23.6,True,False,False
C113015,2026-04-29,IN,Email,Merchant Services,Delayed dispute resolution,Low,9.8,True,False,False
C104923,2026-04-29,AU,Email,Digital/App,Rewards/points not credited,Low,1.6,True,False,False
C105972,2026-04-29,US,Call,Digital/App,Billing/charge discrepancy,Medium,0.9,True,False,False
C138422,2026-04-30,CA,Chat,Card Services,Rewards/points not credited,Low,3.0,True,False,False
C142582,2026-04-30,CA,Call,Digital/App,Fraud/unauthorized charge handling,Medium,4.7,True,False,False
C122367,2026-04-30,IN,Email,Billing & Statements,Delayed dispute resolution,Medium,4.1,True,False,False
C127342,2026-04-30,SG,Chat,Merchant Services,Delayed dispute resolution,Medium,1.7,True,False,False
C101398,2026-04-30,US,Social,Billing & Statements,Billing/charge discrepancy,Low,2.1,True,False,False
C132541,2026-04-30,IN,Email,Merchant Services,Billing/charge discrepancy,Low,4.6,True,False,True
C136363,2026-04-30,MX,Call,Merchant Services,Fraud/unauthorized charge handling,Low,31.4,True,True,False
C123845,2026-04-30,US,Chat,Travel & Lifestyle,Privacy/data handling concern,Low,5.7,True,False,False
C113283,2026-04-30,SG,Call,Digital/App,Delayed dispute resolution,Medium,19.4,True,False,False
C147766,2026-04-30,SG,Chat,Billing & Statements,Privacy/data handling concern,Medium,4.0,True,False,False
C147271,2026-04-30,UK,Chat,Digital/App,Billing/charge discrepancy,Low,1.3,True,False,True
C136502,2026-04-30,IN,Call,Billing & Statements,App/digital platform bug,Low,28.3,False,False,False
C131074,2026-04-30,US,Call,Digital/App,Fraud/unauthorized charge handling,Low,17.6,True,False,False
C116656,2026-04-30,MX,Email,Digital/App,Fraud/unauthorized charge handling,Low,6.9,True,False,False
C143548,2026-04-30,CA,Email,Billing & Statements,Agent miscommunication,Low,0.6,True,False,False
C131365,2026-04-30,SG,Email,Billing & Statements,Delayed dispute resolution,Medium,4.5,True,False,False
C119563,2026-04-30,UK,Call,Travel & Lifestyle,Billing/charge discrepancy,Low,1.3,True,False,False
C140950,2026-04-30,IN,Chat,Card Services,Billing/charge discrepancy,High,3.8,True,False,False
C124301,2026-04-30,US,Email,Billing & Statements,Fraud/unauthorized charge handling,Low,5.6,True,False,False
C130568,2026-04-30,CA,Chat,Billing & Statements,Billing/charge discrepancy,Low,4.8,True,False,False
C118422,2026-04-30,US,Social,Travel & Lifestyle,Delayed dispute resolution,High,10.1,True,False,False
C119683,2026-04-30,US,Call,Billing & Statements,Billing/charge discrepancy,Low,2.0,True,False,False
C100779,2026-04-30,AU,Email,Card Services,App/digital platform bug,Low,1.9,True,False,False
C138461,2026-04-30,IN,Call,Billing & Statements,Billing/charge discrepancy,Low,4.3,True,False,True
C106574,2026-04-30,US,Social,Digital/App,Fraud/unauthorized charge handling,Low,8.9,True,False,False
C105657,2026-04-30,IN,Chat,Billing & Statements,App/digital platform bug,Medium,1.1,True,False,False
C126716,2026-04-30,IN,Call,Travel & Lifestyle,Agent miscommunication,Low,6.7,True,False,True
C144481,2026-04-30,US,Email,Travel & Lifestyle,Privacy/data handling concern,Low,0.6,True,True,False
C117558,2026-04-30,US,Social,Travel & Lifestyle,Rewards/points not credited,Medium,5.5,True,False,False
C145871,2026-04-30,US,Call,Card Services,Agent miscommunication,Low,2.8,True,False,False
C105641,2026-04-30,US,Call,Billing & Statements,Delayed dispute resolution,High,31.4,True,True,False
C146356,2026-04-30,UK,Chat,Travel & Lifestyle,Fraud/unauthorized charge handling,Low,7.3,True,True,False
C113451,2026-04-30,US,Email,Card Services,Delayed dispute resolution,High,1.2,True,False,False
C149343,2026-04-30,SG,Call,Billing & Statements,Delayed dispute resolution,Low,2.7,True,False,False
C106273,2026-04-30,MX,Chat,Card Services,Agent miscommunication,Medium,7.0,True,False,False
C138075,2026-04-30,UK,Email,Rewards & Membership,App/digital platform bug,Low,1.2,True,False,False
C120341,2026-04-30,UK,Call,Digital/App,Fraud/unauthorized charge handling,Low,9.3,True,False,True
C102801,2026-04-30,CA,Social,Card Services,Fraud/unauthorized charge handling,High,20.1,True,False,True
C107032,2026-04-30,IN,Email,Rewards & Membership,Rewards/points not credited,Low,6.9,True,False,False
C141527,2026-04-30,AU,Call,Rewards & Membership,Agent miscommunication,Low,1.3,True,False,True
C116442,2026-04-30,UK,Email,Merchant Services,Delayed dispute resolution,High,10.8,True,True,True
C142953,2026-05-01,SG,Chat,Travel & Lifestyle,Delayed dispute resolution,Medium,5.0,True,False,False
C140616,2026-05-01,SG,Call,Merchant Services,Billing/charge discrepancy,Medium,2.0,True,False,False
C130246,2026-05-01,MX,Call,Card Services,Delayed dispute resolution,Low,7.9,True,False,False
C107146,2026-05-01,SG,Call,Rewards & Membership,Fraud/unauthorized charge handling,High,8.4,True,False,False
C102718,2026-05-01,AU,Email,Digital/App,Billing/charge discrepancy,High,1.2,True,False,False
C141358,2026-05-01,IN,Chat,Card Services,Agent miscommunication,Low,10.1,True,False,False
C128724,2026-05-01,SG,Social,Travel & Lifestyle,Delayed dispute resolution,High,2.5,True,False,False
C129418,2026-05-01,CA,Call,Merchant Services,App/digital platform bug,Medium,2.8,False,False,False
C145966,2026-05-01,IN,Call,Rewards & Membership,Privacy/data handling concern,High,10.6,True,True,False
C130307,2026-05-01,US,Call,Rewards & Membership,Fraud/unauthorized charge handling,High,13.5,True,False,True
C131437,2026-05-01,UK,Email,Travel & Lifestyle,Agent miscommunication,Low,3.3,True,False,False
C104338,2026-05-01,US,Chat,Merchant Services,Billing/charge discrepancy,High,3.9,True,False,False
C112920,2026-05-01,CA,Call,Card Services,Agent miscommunication,Medium,1.1,True,False,False
C113175,2026-05-01,UK,Email,Merchant Services,Other,Low,2.3,True,False,False
C102376,2026-05-01,US,Social,Digital/App,Billing/charge discrepancy,Low,4.9,True,False,False
C139624,2026-05-01,AU,Email,Travel & Lifestyle,App/digital platform bug,Low,1.6,True,False,False
C100676,2026-05-01,US,Chat,Rewards & Membership,Delayed dispute resolution,Low,10.5,True,False,False
C124609,2026-05-01,AU,Chat,Merchant Services,Billing/charge discrepancy,Medium,5.7,True,False,True
C148305,2026-05-01,UK,Call,Card Services,Billing/charge discrepancy,Low,4.1,True,False,False
C138585,2026-05-01,IN,Call,Card Services,App/digital platform bug,Medium,1.5,True,False,True
C147008,2026-05-01,US,Social,Billing & Statements,App/digital platform bug,Medium,9.9,True,False,True
C104416,2026-05-01,SG,Chat,Merchant Services,Delayed dispute resolution,Medium,6.5,True,False,False
C122013,2026-05-01,US,Call,Merchant Services,Fraud/unauthorized charge handling,Low,6.2,True,False,False
C147358,2026-05-01,CA,Call,Digital/App,Billing/charge discrepancy,Low,6.3,True,False,True
C100387,2026-05-01,AU,Social,Merchant Services,App/digital platform bug,Medium,6.2,True,False,False
C117979,2026-05-01,US,Call,Rewards & Membership,Billing/charge discrepancy,Low,3.7,True,False,False
C139233,2026-05-01,CA,Chat,Travel & Lifestyle,Rewards/points not credited,Low,3.3,True,False,False
C118956,2026-05-01,UK,Chat,Merchant Services,Billing/charge discrepancy,Low,2.5,True,False,False
C117994,2026-05-01,US,Call,Card Services,App/digital platform bug,Low,18.5,False,False,False
C105005,2026-05-01,US,Call,Card Services,Agent miscommunication,Medium,0.5,True,False,False
C107947,2026-05-01,UK,Call,Digital/App,Rewards/points not credited,Low,6.3,True,False,False
C112558,2026-05-01,US,Email,Rewards & Membership,Rewards/points not credited,Low,5.9,True,False,False
C146131,2026-05-01,US,Chat,Rewards & Membership,Billing/charge discrepancy,Low,2.4,True,False,True
C140146,2026-05-01,IN,Call,Travel & Lifestyle,Rewards/points not credited,Low,8.4,True,False,False
C132134,2026-05-01,IN,Chat,Card Services,App/digital platform bug,Low,9.9,True,False,False
C119010,2026-05-01,SG,Call,Digital/App,Fraud/unauthorized charge handling,Low,11.2,True,False,False
C115276,2026-05-01,CA,Email,Digital/App,Billing/charge discrepancy,Low,3.0,True,False,False
C140985,2026-05-01,AU,Email,Travel & Lifestyle,Fraud/unauthorized charge handling,Low,3.6,True,False,False
C122858,2026-05-01,IN,Chat,Travel & Lifestyle,Privacy/data handling concern,Low,3.0,True,False,True
C132668,2026-05-01,US,Call,Card Services,Delayed dispute resolution,Low,25.4,True,False,False
C105109,2026-05-01,US,Email,Merchant Services,Billing/charge discrepancy,Low,0.3,True,False,False
C119462,2026-05-01,US,Chat,Card Services,Privacy/data handling concern,High,1.3,True,True,False
C108740,2026-05-01,MX,Email,Travel & Lifestyle,Billing/charge discrepancy,Low,0.8,True,False,False
C138603,2026-05-01,US,Call,Travel & Lifestyle,Fraud/unauthorized charge handling,Low,5.9,True,False,True
C144875,2026-05-01,MX,Call,Card Services,Other,Medium,5.1,True,False,False
C145752,2026-05-01,UK,Chat,Travel & Lifestyle,Billing/charge discrepancy,Low,1.5,False,True,False
C132902,2026-05-01,US,Email,Rewards & Membership,Billing/charge discrepancy,Low,0.7,False,False,False
C113398,2026-05-01,US,Social,Billing & Statements,Billing/charge discrepancy,Medium,6.8,True,False,False
C149081,2026-05-01,CA,Chat,Merchant Services,Fraud/unauthorized charge handling,Medium,2.6,True,False,False
C112295,2026-05-01,UK,Chat,Billing & Statements,Agent miscommunication,Low,1.3,True,False,False
C145236,2026-05-01,US,Chat,Billing & Statements,Fraud/unauthorized charge handling,Low,9.4,True,False,False
C107130,2026-05-01,IN,Chat,Card Services,Fraud/unauthorized charge handling,Medium,18.0,True,False,False
C101103,2026-05-01,CA,Call,Merchant Services,App/digital platform bug,Low,3.7,True,False,True
C139076,2026-05-01,SG,Email,Travel & Lifestyle,Billing/charge discrepancy,Low,1.1,True,False,False
C141524,2026-05-01,US,Chat,Travel & Lifestyle,Privacy/data handling concern,High,1.6,True,False,False
C127802,2026-05-01,IN,Call,Card Services,Privacy/data handling concern,High,18.4,True,False,False
C128501,2026-05-01,US,Call,Merchant Services,App/digital platform bug,Low,7.1,True,False,False
C140046,2026-05-01,US,Email,Travel & Lifestyle,Agent miscommunication,Medium,4.9,True,False,False
C110510,2026-05-01,US,Email,Rewards & Membership,Fraud/unauthorized charge handling,Low,13.0,True,False,True
C104667,2026-05-02,US,Chat,Billing & Statements,Privacy/data handling concern,Low,10.8,False,False,False
C119418,2026-05-02,US,Call,Rewards & Membership,Agent miscommunication,Medium,1.1,True,False,False
C122646,2026-05-02,CA,Call,Rewards & Membership,Agent miscommunication,High,3.8,True,True,False
C120834,2026-05-02,IN,Email,Billing & Statements,Billing/charge discrepancy,Low,9.0,True,False,False
C106510,2026-05-02,US,Call,Rewards & Membership,Fraud/unauthorized charge handling,Medium,3.2,True,False,False
C134662,2026-05-02,MX,Call,Billing & Statements,Agent miscommunication,Low,5.0,True,False,False
C105975,2026-05-02,US,Email,Billing & Statements,Fraud/unauthorized charge handling,Low,9.7,True,False,False
C135122,2026-05-02,US,Call,Digital/App,Fraud/unauthorized charge handling,Low,1.9,True,False,True
C128959,2026-05-02,US,Email,Merchant Services,Billing/charge discrepancy,Medium,4.1,True,False,True
C135599,2026-05-02,US,Call,Billing & Statements,Agent miscommunication,Medium,1.2,True,False,False
C109836,2026-05-02,MX,Email,Travel & Lifestyle,Fraud/unauthorized charge handling,Low,6.4,True,False,False
C140544,2026-05-02,UK,Social,Rewards & Membership,Delayed dispute resolution,Medium,3.6,True,False,False
C114167,2026-05-02,CA,Call,Rewards & Membership,Fraud/unauthorized charge handling,Medium,5.8,True,False,False
C118507,2026-05-02,US,Chat,Rewards & Membership,Fraud/unauthorized charge handling,Low,13.6,True,False,False
C126257,2026-05-02,IN,Chat,Merchant Services,Rewards/points not credited,Low,1.3,True,False,False
C120719,2026-05-02,US,Chat,Rewards & Membership,Agent miscommunication,Low,3.4,True,False,True
C148712,2026-05-02,MX,Social,Rewards & Membership,Privacy/data handling concern,Medium,2.4,False,True,False
C107673,2026-05-02,CA,Call,Travel & Lifestyle,Agent miscommunication,Medium,3.2,True,False,False
C117840,2026-05-02,US,Chat,Card Services,Billing/charge discrepancy,Medium,4.4,True,False,False
C108710,2026-05-02,SG,Social,Travel & Lifestyle,Delayed dispute resolution,Low,9.3,True,False,False
C131080,2026-05-02,US,Call,Card Services,App/digital platform bug,Low,6.0,True,False,False
C127339,2026-05-02,AU,Call,Merchant Services,Billing/charge discrepancy,Low,5.2,True,False,False
C146701,2026-05-02,US,Call,Card Services,Billing/charge discrepancy,Medium,3.9,True,False,False
C110709,2026-05-02,MX,Email,Billing & Statements,Privacy/data handling concern,Low,1.5,True,True,False
C107006,2026-05-02,UK,Call,Travel & Lifestyle,Agent miscommunication,Low,1.1,True,False,False
C109671,2026-05-02,UK,Social,Billing & Statements,Other,Low,1.3,True,False,False
C149321,2026-05-02,SG,Chat,Card Services,Delayed dispute resolution,Medium,3.5,True,False,False
C103850,2026-05-02,UK,Chat,Digital/App,App/digital platform bug,Low,5.1,True,False,False
C119787,2026-05-02,UK,Call,Travel & Lifestyle,App/digital platform bug,Low,10.4,True,False,True
C119786,2026-05-02,UK,Call,Billing & Statements,Agent miscommunication,High,12.7,True,True,False
C127572,2026-05-02,IN,Social,Billing & Statements,Agent miscommunication,Low,2.7,True,False,False
C138329,2026-05-02,IN,Call,Digital/App,Billing/charge discrepancy,Low,0.5,True,False,False
C122283,2026-05-02,IN,Chat,Card Services,Agent miscommunication,Medium,3.3,False,False,False
C100991,2026-05-02,CA,Call,Card Services,App/digital platform bug,Low,6.3,False,False,False
C132121,2026-05-02,SG,Email,Rewards & Membership,Fraud/unauthorized charge handling,Low,8.0,True,False,True
C120058,2026-05-02,AU,Email,Billing & Statements,Agent miscommunication,High,3.2,True,False,False
C117132,2026-05-02,AU,Email,Rewards & Membership,Billing/charge discrepancy,High,0.3,True,False,False
C109144,2026-05-02,US,Call,Merchant Services,Other,Medium,8.0,True,False,False
C111553,2026-05-02,CA,Call,Billing & Statements,Fraud/unauthorized charge handling,Medium,15.7,True,False,False
C112021,2026-05-02,US,Call,Billing & Statements,Agent miscommunication,Medium,1.7,True,False,False
C146292,2026-05-02,CA,Call,Travel & Lifestyle,Other,Medium,1.6,True,True,False
C125823,2026-05-02,AU,Email,Card Services,Billing/charge discrepancy,Medium,4.0,True,False,False
C103884,2026-05-02,UK,Call,Rewards & Membership,App/digital platform bug,Medium,15.8,True,False,False
C146054,2026-05-02,AU,Call,Rewards & Membership,Agent miscommunication,Low,1.2,True,False,True
C131420,2026-05-02,UK,Chat,Digital/App,App/digital platform bug,Medium,6.1,True,False,False
C101786,2026-05-02,IN,Call,Billing & Statements,Rewards/points not credited,Low,5.1,True,False,False
C146544,2026-05-02,IN,Social,Travel & Lifestyle,App/digital platform bug,Low,22.0,True,False,False
C130874,2026-05-02,US,Call,Rewards & Membership,App/digital platform bug,Low,21.4,True,False,True
C101065,2026-05-02,US,Chat,Rewards & Membership,Agent miscommunication,Medium,4.1,True,False,False
C109825,2026-05-02,US,Chat,Digital/App,Rewards/points not credited,High,2.6,True,False,False
C127665,2026-05-02,CA,Call,Merchant Services,Agent miscommunication,Low,3.1,True,False,True
C146917,2026-05-02,SG,Email,Travel & Lifestyle,Billing/charge discrepancy,Low,3.6,True,False,False
C139622,2026-05-02,AU,Chat,Travel & Lifestyle,Fraud/unauthorized charge handling,Medium,4.4,True,False,True
C140400,2026-05-02,US,Call,Card Services,Privacy/data handling concern,Medium,3.6,True,False,False
C142599,2026-05-02,US,Chat,Billing & Statements,App/digital platform bug,Medium,19.0,True,False,False
C113141,2026-05-03,IN,Call,Digital/App,Agent miscommunication,Low,6.0,False,False,False
C144928,2026-05-03,AU,Email,Card Services,Billing/charge discrepancy,Medium,1.1,True,False,False
C120282,2026-05-03,US,Email,Rewards & Membership,Billing/charge discrepancy,Low,1.6,True,False,True
C120975,2026-05-03,UK,Call,Card Services,Agent miscommunication,Low,2.0,True,False,False
C139416,2026-05-03,SG,Chat,Travel & Lifestyle,Billing/charge discrepancy,Medium,4.2,True,False,False
C110260,2026-05-03,IN,Chat,Billing & Statements,Delayed dispute resolution,Medium,6.9,True,False,True
C136467,2026-05-03,AU,Email,Digital/App,Delayed dispute resolution,Medium,6.7,True,False,False
C129915,2026-05-03,SG,Chat,Travel & Lifestyle,Privacy/data handling concern,Low,3.0,True,False,False
C125380,2026-05-03,SG,Chat,Digital/App,Billing/charge discrepancy,Medium,2.7,False,False,True
C121500,2026-05-03,US,Call,Merchant Services,Delayed dispute resolution,Medium,7.6,True,False,False
C119904,2026-05-03,US,Call,Travel & Lifestyle,Billing/charge discrepancy,Low,8.5,True,False,False
C100995,2026-05-03,US,Call,Digital/App,Billing/charge discrepancy,Low,4.6,True,False,False
C149856,2026-05-03,CA,Chat,Card Services,Rewards/points not credited,Medium,7.1,True,False,False
C127327,2026-05-03,AU,Call,Rewards & Membership,App/digital platform bug,High,1.3,True,True,False
C112484,2026-05-03,US,Chat,Merchant Services,Billing/charge discrepancy,Low,1.3,True,False,False
C101747,2026-05-03,IN,Call,Digital/App,App/digital platform bug,Medium,5.9,True,False,False
C109634,2026-05-03,US,Chat,Travel & Lifestyle,Agent miscommunication,Low,3.4,False,False,False
C138030,2026-05-03,US,Call,Rewards & Membership,Rewards/points not credited,Low,2.9,True,False,False
C145729,2026-05-03,SG,Email,Travel & Lifestyle,Billing/charge discrepancy,Medium,0.1,True,False,False
C120246,2026-05-03,SG,Call,Travel & Lifestyle,Billing/charge discrepancy,Medium,4.5,True,False,False
C117761,2026-05-03,US,Chat,Billing & Statements,Billing/charge discrepancy,Low,1.0,True,False,False
C147628,2026-05-03,SG,Email,Digital/App,Billing/charge discrepancy,Medium,2.3,True,False,False
C138110,2026-05-03,US,Call,Travel & Lifestyle,Agent miscommunication,High,6.5,True,False,False
C136090,2026-05-03,UK,Chat,Rewards & Membership,Agent miscommunication,High,3.5,False,False,False
C119473,2026-05-03,UK,Call,Merchant Services,App/digital platform bug,Medium,42.4,True,False,False
C147400,2026-05-03,UK,Call,Merchant Services,Rewards/points not credited,Low,4.7,True,False,False
C139357,2026-05-03,IN,Social,Rewards & Membership,Delayed dispute resolution,Medium,3.2,False,False,False
C122991,2026-05-03,US,Social,Travel & Lifestyle,Delayed dispute resolution,Medium,8.5,True,False,True
C105336,2026-05-03,UK,Chat,Merchant Services,Other,Low,4.1,True,False,False
C138590,2026-05-03,CA,Call,Card Services,Delayed dispute resolution,Low,13.2,True,False,False
C114378,2026-05-03,IN,Email,Card Services,App/digital platform bug,Low,14.8,True,False,False
C142479,2026-05-03,MX,Chat,Travel & Lifestyle,Billing/charge discrepancy,Low,4.8,True,False,False
C125825,2026-05-03,AU,Email,Rewards & Membership,Agent miscommunication,Low,0.5,True,False,False
C140449,2026-05-03,US,Email,Billing & Statements,Rewards/points not credited,Low,0.4,True,False,False
C104302,2026-05-03,US,Chat,Rewards & Membership,App/digital platform bug,Medium,9.2,True,False,True
C140969,2026-05-03,US,Email,Billing & Statements,App/digital platform bug,Low,1.6,True,False,False
C137535,2026-05-03,AU,Call,Card Services,Delayed dispute resolution,High,1.2,True,False,False
C100495,2026-05-03,IN,Social,Card Services,Fraud/unauthorized charge handling,Low,4.8,True,False,False
C107982,2026-05-03,UK,Email,Digital/App,Delayed dispute resolution,Medium,7.6,True,False,False
C119186,2026-05-03,SG,Email,Card Services,Agent miscommunication,Low,4.7,True,False,True
C129072,2026-05-03,MX,Chat,Digital/App,Rewards/points not credited,Low,5.5,True,False,False
C128152,2026-05-03,CA,Email,Billing & Statements,Billing/charge discrepancy,High,0.7,True,True,False
C110009,2026-05-03,IN,Social,Card Services,Rewards/points not credited,Low,5.3,True,False,False
C114046,2026-05-03,UK,Call,Merchant Services,Rewards/points not credited,Medium,0.9,True,False,True
C117280,2026-05-03,MX,Call,Rewards & Membership,Delayed dispute resolution,Low,25.0,False,False,True
C104622,2026-05-03,AU,Social,Rewards & Membership,Billing/charge discrepancy,Low,6.9,True,False,True
C136860,2026-05-03,AU,Chat,Merchant Services,Billing/charge discrepancy,Low,2.4,True,False,False
C132434,2026-05-03,US,Call,Merchant Services,App/digital platform bug,Low,8.1,True,False,False
C100541,2026-05-03,SG,Chat,Rewards & Membership,Billing/charge discrepancy,Low,1.4,True,False,False
C110366,2026-05-03,IN,Social,Travel & Lifestyle,App/digital platform bug,High,29.9,True,False,False
C118764,2026-05-03,UK,Call,Card Services,Billing/charge discrepancy,Low,2.2,True,False,False
C131881,2026-05-04,IN,Call,Billing & Statements,Billing/charge discrepancy,Low,4.0,True,False,False
C142922,2026-05-04,UK,Email,Digital/App,Billing/charge discrepancy,Medium,6.5,True,False,False
